 ID товара: , ISBN , Возраст , Год издания , Издательство , Кол-во страниц , Переводчик , Редактор , Серия , Тип обложки , Тираж , Формат , Художник ,ID карточки,Автор,Голоса,Название,Обложка,Рейтинг,Цена
 2607833 , 9785699973705 , 12+ , 2017 , Эксмо , 416 ,, Суворова Т. , Мефодий Буслаев. Легендарное детское фэнтези , Твердая бумажная , 4000 , 21.8 x 14.5 x 2.5 ,,1002042, Емец Д. ,0,Лед и пламя Тартара,https://img-gorod.ru/upload/iblock/2da/2dacc6865a5743a87ebbd516d7ac59be.jpg,0.0,342.0
 2608544 , 9785171053802 , 18+ , 2017 , АСТ , 288 ,,, Миры Макса Фрая , Твердая бумажная , 7000 , 20.6 x 13.2 x 2.3 ,,1004167, Фрай М. ,4,Новая чайная книга,https://img-gorod.ru/upload/iblock/f22/f22f1a02e0062cec44f5256f9b227860.jpg,5.0,332.0
 2608971 , 9785001111900 , 6+ , 2017 , Абрис , 350 , Голосовская А.Ю. ,, Земля Отважных , Твердая бумажная , 7000 , 20.6 x 13 x 1.7 , Насыров Л.Х. ,1004240, Хантер Э. ,1,Расколотый прайд,https://img-gorod.ru/upload/iblock/b32/b32d2f0e1df0708f36657ebe80d85155.jpg,5.0,285.0
 2611099 , 9785699973712 , 12+ , 2017 , Эксмо , 416 ,,, Мефодий Буслаев. Легендарное детское фэнтези , Твердая бумажная , 4000 , 21.2 x 13.5 x 2.3 ,,1006687, Емец Д. ,0,Первый эйдос,https://img-gorod.ru/upload/iblock/dc4/dc4ba54d042e9ef7573a186b90c0d205.jpg,0.0,342.0
 2611890 , 9785179827924 , 16+ , 2017 , АСТ , 416 ,, Кравченко Е. , Сновидения Ехо , Твердая бумажная , 27000 , 20.7 x 13.3 x 2 ,,1007486, Фрай М. ,14,Отдай мое сердце,https://img-gorod.ru/upload/iblock/8a9/8a929aaf19e2a3a1534eb3c27a61e785.jpg,4.0,423.0
 2612352 , 9785001111733 , 6+ , 2017 , Абрис , 350 , Вероника Максимова ,, Коты-воители , Твердая бумажная , 6000 , 20.7 x 13.2 x 2 ,,1008090, Хантер Э. ,3,Нерассказанные истории. Ярость когтя,https://img-gorod.ru/upload/iblock/938/93828c36282d107bfab2d432aba2d190.jpg,5.0,304.0
 2612809 , 9785171053819 , 18+ , 2018 , АСТ , 320 ,,, Миры Макса Фрая , Твердая бумажная , 8000 , 20.7 x 13.2 x 2.6 ,,1008621, Фрай М. ,7,Новая кофейная книга,https://img-gorod.ru/upload/iblock/5cd/5cd20b7f507a9cbd704bd8f4d64e688a.jpg,4.0,332.0
 2613113 , 9785001111528 ,, 2017 , Абрис ,,,, Коты-воители ,,, 18.9 x 13 x 2.6 ,,1008941, Хантер Э. ,4,Крутобок & Бич (комплект из 4 книг),https://img-gorod.ru/upload/iblock/c7e/c7e7c5fb9f6db1258bd4b937ccc1d248.jpg,5.0,486.0
 2613114 , 9785001110576 ,, 2017 , Абрис ,,,, Коты-воители ,,, 18.9 x 12.7 x 2 ,,1008942, Хантер Э. ,2,Звездоцап и Саша (комплект из 3 книг),https://img-gorod.ru/upload/iblock/d21/d2129cdbb34bfca1e5419fc88980a123.jpg,5.0,387.0
 2613127 , 9785001110651 ,, 2017 , Абрис ,,,, Коты-воители ,,, 19 x 12.6 x 2.1 ,,1008955, Хантер Э. ,3,Судьба Горелого (комплект из 3 книг),https://img-gorod.ru/upload/iblock/a67/a674a87b97f3bb000b588a92829f7120.jpg,3.0,387.0
 2613128 , 9785001111443 ,, 2017 , Абрис ,,,, Коты-воители ,,, 19 x 12.8 x 2.3 ,,1008956, Хантер Э. ,2,Небесное племя и незнакомец (комплект из 3 книг),https://img-gorod.ru/upload/iblock/c19/c199784f85614687ae1928fe752d0860.jpg,5.0,387.0
 2613706 , 9785170867226 , 16+ , 2017 , АСТ , 752 ,, Кравченко Е. , Ехо в подарок , Твердая бумажная , 3000 , 24 x 17 x 5.3 ,,1009680, Фрай М. ,11,Чужак. Репринтное издание,https://img-gorod.ru/upload/iblock/eac/eac9c0f57af81ad4cc049d4f8c1097e7.jpg,4.0,1017.0
 2615724 , 9785179829676 , 16+ , 2017 , АСТ , 1040 ,,,, Твердая бумажная , 3000 , 26.2 x 20 x 5.5 ,,1012908, Фрай М. ,5,Сновидения Ехо: Мастер ветров и закатов. Слишком много кошмаров. Вся правда о нас. Я иду искать. Сундук мертвеца,https://img-gorod.ru/upload/iblock/e40/e4070beb709bc0398b1c1847273232d3.jpg,5.0,1252.0
 2616266 , 9785001111924 ,, 2018 , Олма Медиагрупп , 447 , Максимова В.А. ,, Коты-воители. Золотая коллекция , Твердая бумажная , 3000 , 26.5 x 17 x 2.5 ,,1013465, Хантер Э. ,1,Полночь. Восход луны,https://img-gorod.ru/upload/iblock/831/83132c50218758f5621ed4dc3800c633.jpg,5.0,609.0
 2616369 , 9785699973729 , 12+ , 2017 , Эксмо , 416 ,," Лутикова И., Остроумова Е. ", Мефодий Буслаев. Легендарное детское фэнтези , Твердая бумажная , 3000 , 22 x 14.4 x 2.5 ,,1013561, Емец Д. ,1,Светлые крылья для темного стража,https://img-gorod.ru/upload/iblock/644/644330d7e0e3800620bc09857e2ee61e.jpg,5.0,342.0
 2620462 , 9785171060824 , 18+ , 2018 , АСТ , 288 ,,, Миры Макса Фрая , Твердая бумажная , 8000 , 20.5 x 13 x 1.8 ,,1017577, Фрай М. ,1,"Небеsное, zлодея",https://img-gorod.ru/upload/iblock/76d/76d2082efaf706e2e0f2a9a97b373f5a.jpg,5.0,332.0
 2621798 , 9785001112822 , 6+ , 2018 , Абрис , 318 , Максимова Вероника ,, Хроники Стаи , Твердая бумажная , 5000 , 20.5 x 13 x 1.5 , Егоров Сергей ,1018853, Хантер Э. ,2,Скрытая угроза,https://img-gorod.ru/upload/iblock/e9c/e9ca729053cd76c4d4b413629ba24d31.jpg,4.0,304.0
 2624233 , 9785171060848 , 16+ , 2018 , АСТ , 352 ,, Кравченко Е. , Эксклюзивная новая классика , Мягкая бумажная , 3000 , 18 x 11.5 x 2.7 ,,1021715, Фрай М. ,0,Ворона на мосту,https://img-gorod.ru/upload/iblock/131/1311cb92fea7d8d76fc75a840b428dd9.jpg,0.0,170.0
 2628444 , 9785001112983 , 6+ , 2018 , Абрис , 382 , Максимова Вероника ,, Коты-воители , Твердая бумажная , 7000 , 20.5 x 13 x 1.8 , Насыров Леонид ,1026358, Хантер Э. ,11,Коты-воители. Время выбора,https://img-gorod.ru/upload/iblock/45e/45e4d1bf44167fe6c8de6862b741d5dc.jpg,5.0,304.0
 2629406 , 9785699973750 , 16+ , 2018 , Эксмо , 432 ,,, Мефодий Буслаев. Легендарное детское фэнтези , Твердая бумажная , 3000 , 21.9 x 14.2 x 2.7 ,,1027390, Емец Д. ,0,Лестница в Эдем,https://img-gorod.ru/upload/iblock/629/629083b61748ce730ba62f0975aa1146.jpg,0.0,327.0
 2635767 , 9785001111771 , 6+ , 2018 , Абрис , 479 ," Максимова В.А, Савельева Е.А, Насырова Л.Х. ",, Коты-воители. Золотая коллекция , Твердая бумажная , 3000 , 26.5 x 17 x 2.3 ,,1034160, Хантер Э. ,1,Миссия Огнезвезда,https://img-gorod.ru/upload/iblock/354/3549eae7661e8fab3bf721a596a1adca.jpg,5.0,609.0
 2636309 , 9785699973767 , 12+ , 2018 , Эксмо , 400 ,,, Мефодий Буслаев. Легендарное детское фэнтези , Твердая бумажная , 3000 , 21.8 x 14.4 x 2.4 ,,1034642, Емец Д. ,1,Карта хаоса,https://img-gorod.ru/upload/iblock/5e5/5e54efbedd375f350b89bd0ad2fa916a.jpg,5.0,327.0
 2641476 , 9785001113157 , 6+ , 2018 , Абрис , 382 , Максимова Вероника ,, Коты-воители , Твердая бумажная , 7000 , 20.6 x 13.2 x 2 , Насыров Леонид ,1040796, Хантер Э. ,4,Коты-воители. Звездная тропа,https://img-gorod.ru/upload/iblock/54d/54dda81ca1e6a1ce1b6582bafd7c8287.jpg,3.0,304.0
 2644279 , 9785699973774 , 12+ , 2018 , Эксмо , 416 ,,, Мефодий Буслаев. Легендарное детское фэнтези , Твердая бумажная , 2500 , 21.9 x 14.5 x 2.4 ,,1044041, Емец Д. ,1,Ожерелье дриады,https://img-gorod.ru/upload/iblock/c4a/c4aa7478cadd0cc5d8ed8e130b3fa03a.jpg,5.0,327.0
 2645102 , 9785001113171 ,, 2018 , Абрис , 384 , Голосовская А.Ю. ,, Земля Отважных , Твердая бумажная , 4500 , 20.7 x 13.4 x 1.9 , Насырова Л.Х. ,1044489, Хантер Э. ,0,Закон чести,https://img-gorod.ru/upload/iblock/993/993a633f4f12cbfbc25c0b5a66bdf282.jpg,0.0,285.0
 2652192 , 9785171089337 , 16+ , 2018 , АСТ , 352 ,,,, Суперобложка , 7000 , 20.7 x 13.3 x 2.1 ,,1051063, Фрай М. ,3,Сказки старого Вильнюса VII,https://img-gorod.ru/upload/iblock/9b5/9b543923a0fb495934acddc8bbd159a7.jpg,5.0,356.0
 2652506 , 9785001113584 , 6+ , 2018 , Абрис , 320 , Максимова Вероника ,, Коты-воители , Твердая бумажная , 7000 , 20.7 x 13.1 x 1.7 ,,1051385, Хантер Э. ,2,Сны и видения Бабочки. Беглянка,https://img-gorod.ru/upload/iblock/01a/01a80dac86335ea82348d008d238a57d.jpg,5.0,304.0
 2652507 , 9785001112976 , 6+ , 2018 , Абрис , 448 , Максимова В.А. ,, Коты-воители. Золотая коллекция , Твердая бумажная , 3000 , 26.7 x 17.1 x 2.3 , Насыров Л.Х. ,1051386, Хантер Э. ,0,Пророчество Синей Звезды,https://img-gorod.ru/upload/iblock/57c/57c44e2a812c8c49b3f35f8fd44e5a45.jpg,0.0,565.0
 2656647 , 9785001113515 , 6+ , 2018 , Абрис , 464 , Максимова В.А. ,, Коты-воители. Золотая коллекция , Твердая бумажная , 3000 , 26.6 x 17.1 x 2.5 ," Савельева Е.А., Насырова Л.Х. ",1056132, Хантер Э. ,4,Рассвет. Звездный свет,https://img-gorod.ru/upload/iblock/9bf/9bf36a8185d5b77570bd78dc35217255.jpg,4.0,609.0
 2659373 , 9785001113454 ,, 2018 , Абрис , 318 , Павлова И. ,, Хроники Стаи , Твердая бумажная , 5000 , 20.5 x 13.2 x 1.7 , Егоров С. ,1059067, Хантер Э. ,1,Долгая ночь,https://img-gorod.ru/upload/iblock/5a0/5a06f91f07d233ceec9356075998cff0.jpg,5.0,304.0
 2659485 , 9785171089733 , 16+ , 2018 , АСТ , 448 ,,, Сновидения Ехо , Твердая бумажная , 30000 , 20.5 x 13 x 2.5 ,,1059170, Фрай М. ,21,Мертвый ноль,https://img-gorod.ru/upload/iblock/aec/aec2cfaece8a6190f319f1853cad7cf5.jpg,4.0,375.0
 2662062 , 9785699973781 , 12+ , 2018 , Эксмо , 416 ,,, Мефодий Буслаев. Легендарное детское фэнтези , Твердая бумажная , 2000 , 21.8 x 14.2 x 2.4 ,,1062116, Емец Д. ,0,Стеклянный страж,https://img-gorod.ru/upload/iblock/b05/b05cc447e7192d2aa49562f0bef0cca1.jpg,0.0,327.0
 2664251 , 9785040916658 , 6+ , 2018 , Эксмо , 272 ,,,, Твердая бумажная , 5000 , 21.8 x 14.7 x 1.8 ,,1064110, Емец Д. ,1,Золото скифов,https://img-gorod.ru/upload/iblock/793/793a00263ad6663ba00424be95f70949.jpg,5.0,285.0
 2665312 , 9785001113539 , 6+ , 2018 , Абрис , 320 , Максимова Вероника ,, Коты-воители , Твердая бумажная , 7000 , 20.7 x 13 x 1.8 , Насыров Леонид ,1066041, Хантер Э. ,3,Сны и видения Бабочки. Целительница,https://img-gorod.ru/upload/iblock/b69/b6979c795d2b8cfbb47f209285842439.jpg,5.0,304.0
 2667992 , 9785171095802 , 18+ , 2018 , АСТ , 768 ,,, Макс Фрай: подарочное издание , Твердая бумажная , 3000 , 24 x 17 x 5 ,,1068930, Фрай М. ,0,Все сказки старого Вильнюса. Начало,https://img-gorod.ru/upload/iblock/d28/d28c8504ea486419b7a6001fc607662c.jpg,0.0,1017.0
 2678300 , 9785040899456 , 12+ , 2018 , Эксмо , 432 ,,, Мефодий Буслаев. Легендарное детское фэнтези , Твердая бумажная , 2000 , 21.8 x 14.4 x 2.3 ,,1077060, Емец Д. ,1,Танец меча,https://img-gorod.ru/upload/iblock/0f0/0f0fe10bf80564e135f5bd7f405f499c.jpg,5.0,342.0
 2677963 , 9785001115052 , 6+ , 2018 , Абрис Олма , 382 , Максимова В. ,, Коты-воители , Твердая бумажная , 7000 , 20.6 x 13 x 2 , Насыров Л. ,1077461, Хантер Э. ,3,Нерассказанные истории. Месть Кленовницы,https://img-gorod.ru/upload/iblock/1af/1afe28cf1039c851e05d82a7a0511a32.jpg,5.0,304.0
 2679748 , 9785001114178 , 6+ , 2018 , Абрис Олма , 447 , Максимова В.А. ,, Коты-воители. Золотая коллекция , Твердая бумажная , 3000 , 26.6 x 17.1 x 2.6 ," Савельева Е.А., Насырова Л.Х. ",1077741, Хантер Э. ,1,Сумерки. Закат,https://img-gorod.ru/upload/iblock/d41/d412f4eadd80c5b5f674270af26174bc.jpg,5.0,585.0
 2689500 , 9785171121945 ,, 2018 , АСТ , 352 ,,, Другая сторона ,,,,,1085970, Фрай М. ,1,Тяжелый свет Куртейна. Синий,https://img-gorod.ru/upload/iblock/f32/f32014818952131c650f5cca116226be.jpg,5.0,374.0
 2688299 , 9785001115090 , 6+ , 2019 , Абрис , 447 , Максимова В.А. ,, Коты-воители. Золотая коллекция , Твердая бумажная , 3000 , 26.5 x 17 x 2.4 , Насыров Л.Х. ,1086610, Хантер Э. ,0,Тайна Щербатой,https://img-gorod.ru/upload/iblock/0f5/0f5e48fe6bf5dbfa521a7e4c36c1ad0b.jpg,0.0,609.0
 2698042 , 9785040899463 , 12+ , 2018 , Эксмо , 432 ,,, Мефодий Буслаев. Легендарное детское фэнтези , Твердая бумажная , 2500 , 21.8 x 14.3 x 2.3 ,,1091278, Емец Д. ,0,Огненные Врата,https://img-gorod.ru/upload/iblock/cd9/cd92a7461884871ee78978972755dfd7.jpg,0.0,342.0
 2698618 , 9785040973507 , 6+ , 2019 , Эксмо , 224 ,,, Дмитрий Емец. Невероятные приключения волшебных друзей , Твердая бумажная , 3000 , 21.9 x 14.4 x 1.5 ,,1092633, Емец Д. ,0,Дракончик Пыхалка,https://img-gorod.ru/upload/iblock/f1a/f1a156abe2e8a7de5e52e1301912baf6.jpg,0.0,285.0
 1400705 , 9785367009781 ,, 2009 ," Амфора, ООО ", 478 ,,, ФРАМ , Твердая бумажная , 4000 , 20.5 x 13.2 x 3 ,,244296, Фрай М. ,0,"Книга для таких, как я",https://img-gorod.ru/upload/iblock/73b/73b08455a4f69b75dfbb13a845805e7a.jpg,0.0,
 1665067 , 9785942783372 ,, 2010 ," Амфора, ООО ", 606 ,,,, Твердая бумажная , 3000 , 20.7 x 13.8 x 3.8 ,,245728, Фрай М. ,0,Волонтеры вечности,https://img-gorod.ru/upload/iblock/bd5/bd5917eb853c0f7e2e65ecc4a4903b48.jpg,0.0,
 1668112 , 9785699110018 ,, 2003 , Эксмо-Пресс , 384 ,,, Таня Гроттер , Твердая бумажная ,, 20.6 x 13.5 x 2.3 ,,246061, Емец Д. ,0,Таня Гроттер и Золотая Пиявка,https://img-gorod.ru/upload/iblock/236/236a031d1f5f75a620cdd332e13cb086.jpg,0.0,
 1801350 , 5942783535 ,, 2003 ," Амфора, ООО ", 350 ,,, Лабиринты Эхо , Твердая бумажная ,, 20.8 x 13.7 x 2.3 ,,246246, Фрай М. ,0,Простые волшебные вещи,https://img-gorod.ru/upload/iblock/82d/82d0b115760d675b877c6ff2ed848c60.jpg,0.0,
 1801351 , 9785367016239 ,, 2009 ," Амфора, ООО ", 367 ,,, Лабиринты Ехо , Твердая бумажная , 3000 , 20.6 x 13.5 x 2.3 ,,246247, Фрай М. ,0,Темная сторона,https://img-gorod.ru/upload/iblock/a10/a1063f05018fe95318fb0092f886d21c.jpg,0.0,
 1804075 , 9785942783600 , 12+ , 2013 ," Амфора, ООО ", 639 ,,, Лабиринты Ехо , Твердая бумажная , 3000 , 20.7 x 13.6 x 4.1 ,,246533, Фрай М. ,1,Чужак,https://img-gorod.ru/upload/iblock/2ae/2ae746bfc6802ec8b0e3dad3116cfa8b.jpg,5.0,
 1806167 , 9785942783877 , 12+ , 2013 ," Амфора, ООО ", 590 ,, Стукалина Марина , Лабиринты Эхо , Твердая бумажная , 2000 , 20.7 x 13.8 x 3.9 ,,246749, Фрай М. ,0,Болтливый мертвец,https://img-gorod.ru/upload/iblock/e40/e406f848c3c805ca9055e8fc12ba1901.jpg,0.0,367.0
 1807965 , 9785367003390 ,, 2003 ," Амфора, ООО ", 350 ,,,, Твердая бумажная ,, 20.6 x 13.6 x 2.3 ,,246913, Фрай М. ,0,Власть несбывшегося,https://img-gorod.ru/upload/iblock/052/052c1437b0ea95a64f0657d270be24ed.jpg,0.0,322.0
 1807966 , 9785942783884 , 12+ , 2009 ," Амфора, ООО ", 383 ,,, Лабиринты Ехо , Твердая бумажная , 5000 , 20.6 x 13.7 x 2.5 ,,246914, Фрай М. ,0,Наваждения,https://img-gorod.ru/upload/iblock/6c2/6c220c8a61d7d3081889da1f9721a2a6.jpg,0.0,427.0
 1810879 , 9785367004069 ,, 2003 ," Амфора, ООО ", 557 ,,,, Твердая бумажная ,, 20.7 x 13.8 x 3.4 ,,247198, Фрай М. ,0,Гнезда Химер Хроники Овётганны,https://img-gorod.ru/upload/iblock/792/7923d42edfd12a925c1953e313723e24.jpg,0.0,
 1810880 , 9785942782429 ,, 2006 ," Амфора, ООО ", 559 ,,, Лабиринты Ехо , Твердая бумажная , 5000 , 20.6 x 13.7 x 3.5 ,,247199, Фрай М. ,0,Гнезда Химер Хроники Хугайды,https://img-gorod.ru/upload/iblock/de5/de5a4324fcca1cb5bb9d71807da71bdb.jpg,0.0,
 1810881 , 9785367003406 ,, 2009 ," Амфора, ООО ", 398 ,,, Лабиринты Ехо , Твердая бумажная , 3000 , 20.6 x 13.5 x 2.5 ,,247200, Фрай М. ,0,Лабиринт Менина,https://img-gorod.ru/upload/iblock/8d6/8d68752e8de9b19941a43d3108d2817e.jpg,0.0,
 1813266 , 9785942784362 ,, 2003 ," Амфора, ООО ", 423/415 ,,,, Твердая бумажная ,, 20.7 x 13.5 x 2.5 ,,247406, Фрай М. ,0,Мой Рагнарек,https://img-gorod.ru/upload/iblock/4c7/4c7825ebbd5eb0ace74654855e1bb0f5.jpg,0.0,427.0
 1881356 , 9785699102396 ,, 2003 , Эксмо-Пресс , 432 ,,, Таня Гроттер , Твердая бумажная ,, 20.7 x 13.3 x 2.2 ,,248191, Емец Д. ,0,Таня Гроттер и молот Перуна,https://img-gorod.ru/upload/iblock/84e/84ef375c26c9ab980da5c14c6480681a.jpg,0.0,
 1884701 , 5699038590 ,, 2003 , Эксмо-Пресс , 320 ,,, От создателя Тани Гроттер , Твердая глянцевая ,,,,248397, Емец Д. ,0,Пират против всей галактики,https://img-gorod.ru/upload/iblock/44d/44d96fcd20807e94fbc7518c4acf006f.jpg,0.0,
 1890629 , 9785367011777 ,, 2009 ," Амфора, ООО ", 446 ,, Жаворонок Светлана ,, Твердая бумажная ,, 20.6 x 13.5 x 2.8 ,,248903, Фрай М. ,0,Жалобная книга Фрай,https://img-gorod.ru/upload/iblock/c73/c731118710203a24147dac9e2941e123.jpg,0.0,
 1895169 , 9785699104062 ,, 2003 , Эксмо-Пресс , 416 ,,, Таня Гроттер , Твердая бумажная ,, 20.7 x 13.5 x 2.5 ,,249381, Емец Д. ,0,Таня Гроттер и пенсне Ноя,https://img-gorod.ru/upload/iblock/027/027c31ff5aceeca9ffc64f8ea4c4d897.jpg,0.0,
 1898410 , 9785373002325 ,, 2004 , Олма-Пресс , 318 ,,, Коты-воители , Твердая бумажная ,, 20.7 x 13.6 x 1.7 ,,249852, Хантер Э. ,0,Лес секретов ,https://img-gorod.ru/upload/iblock/be3/be3443c87004c9627bbc4077079ad9f5.jpg,0.0,
 2288153 , 9785699510672 ,, 2011 , Эксмо , 144 ,, Кузнецова Т. ,, Твердая бумажная ,, 25 x 23 x 1 , Тимофеева Виктория ,253163, Емец Д. ,0,Дракончик Пыхалка Приключения начинаются,https://img-gorod.ru/upload/iblock/e8e/e8e159e2d9f0cbd6634813208a244743.jpg,0.0,
 2289106 , 9785981245497 ,, 2011 , Добрая книга , 160 ,,,, Мягкая бумажная ,, 21 x 23.5 x 1.5 ,,253620, Фрай М. ,0,Искусство цифровой пейзажной фотографии ,https://img-gorod.ru/upload/iblock/d50/d50c513c299f166d90ccbc19b911a55a.jpg,0.0,958.0
 2293081 , 9785367020984 ,, 2011 ," Амфора, ООО ", 606 ,, Стукалина Марина , лабиринты ехо , Твердая глянцевая ,, 20.5 x 13.5 x 4 ,,256186, Фрай М. ,1,Волонтеры вечности,https://img-gorod.ru/upload/iblock/18f/18fc7ca38058bb8989ba9c75d5ea790b.jpg,5.0,367.0
 2295393 , 9785699524914 ,, 2011 , Эксмо , 352 ,, Суворова Т. , Фантастические приключения , Твердая глянцевая ,, 20.5 x 13 x 2.5 ,,257088, Емец Д. ,0,Мутантики,https://img-gorod.ru/upload/iblock/c5c/c5c0fee1e26d2610d2340202cbce0c64.jpg,0.0,
 2296353 , 9785699534562 ,, 2011 , Эксмо , 416 ,, Суворова Т. , Мефодий Буслаев , Твердая глянцевая ,, 20.5 x 13 x 3 ,,257819, Емец Д. ,1,Мефодий Буслаев Огненные врата,https://img-gorod.ru/upload/iblock/ee6/ee6646d1507851f97ce09dee784d17ba.jpg,5.0,303.0
 2297888 , 9785367021240 ,, 2011 ," Амфора, ООО ", 350 ,, Стукалина Марина , Лабиринты Ехо , Твердая глянцевая ,, 20.5 x 17.4 x 2.5 ,,259037, Фрай М. ,1,Простые волшебные вещи,https://img-gorod.ru/upload/iblock/171/171b1333bdf41f379ffa3ac2a1862232.jpg,5.0,362.0
 2297895 , 9785699462452 ,, 2011 , Эксмо , 224 ,, Суворова Т. ,, Твердая бумажная ,, 26 x 20.5 x 1.5 , Тимофеева В. ,259044, Емец Д. ,0,Дракончик Пыхалка и Великий Мымрик,https://img-gorod.ru/upload/iblock/d39/d3967f72caf6b6268f961679802e638c.jpg,0.0,
 2298695 , 9785699529049 ,, 2011 , Эксмо , 352 ,, Суворова Т. , Фантастические приключения , Твердая глянцевая ,, 21.7 x 15 x 4.3 ,,259639, Емец Д. ,0,Королева мутантиков,https://img-gorod.ru/upload/iblock/37a/37a446fdc714977b62c889674c35c666.jpg,0.0,175.0
 2298896 , 9785367020908 ,, 2012 ," Амфора, ООО ", 415 ,, Суворова Елена , Хроники Ехо , Твердая бумажная ,, 20.6 x 13.5 x 2.6 ,,259751, Фрай М. ,0,Дар Шаванахолы История рассказанная сэром Максом из Ехо,https://img-gorod.ru/upload/iblock/937/9375464f055f3e10258ff651de48d199.jpg,0.0,392.0
 2298982 , 9785367021271 ,, 2012 ," Амфора, ООО ", 383 ,, Стукалина Марина , Лабиринты Ехо , Твердая глянцевая ,, 21 x 13.5 x 2.6 ,,259790, Фрай М. ,1,Темная сторона,https://img-gorod.ru/upload/iblock/e1d/e1df5d57cda124ffc127c86f520518d2.jpg,5.0,427.0
 2302338 , 9785699542413 ,, 2012 , Эксмо , 320 ,, Суворова Т. , Фантастические приключения , Твердая глянцевая ,, 20.5 x 12.8 x 1.9 ,,261761, Емец Д. ,0,Тайна Звездного странника,https://img-gorod.ru/upload/iblock/cd3/cd327e85568964d22086afedf59d8e44.jpg,0.0,
 2305356 , 9785699551002 ,, 2012 , Эксмо , 320 ,, Суворова Т. , Фантастические приключения , Твердая глянцевая ,, 20.5 x 13.2 x 2.1 ,,263775, Емец Д. ,0,Сердце пирата,https://img-gorod.ru/upload/iblock/075/075ab066d9e01f5b59d2834f2f0fa5f0.jpg,0.0,
 2306932 , 9785699548484 ,, 2012 , Эксмо , 280 ,, Суворова Т. ,, Твердая бумажная ,, 26 x 20.5 x 1.8 , Тимофеева Виктория ,264885, Емец Д. ,0,Дракончик Пыхалка,https://img-gorod.ru/upload/iblock/f85/f85dae4dae0c77e3d616fb7cdb10675a.jpg,0.0,
 2308403 , 9785699556502 ,, 2012 , Эксмо , 352 ,, Суворова Т. , Фантастические приключения , Твердая глянцевая ,, 20.5 x 13 x 1.8 ,,265967, Емец Д. ,0,Гладиатор забытых созвездий,https://img-gorod.ru/upload/iblock/dde/ddee120d131a0612fc91e7a1fd7ab1e8.jpg,0.0,
 2309102 , 9785367021738 ,, 2012 ," Амфора, ООО ", 308 ,, Суворова Елена ,, Твердая бумажная ,, 20.5 x 13 x 1.8 ,,266507, Фрай М. ,0,Первая линия ,https://img-gorod.ru/upload/iblock/609/6098fcf4ac35b78196d20a2ee123488b.jpg,0.0,
 2309103 , 9785367021752 ,, 2012 ," Амфора, ООО ", 351 ,, Суворова Елена ,, Твердая бумажная ,, 20.5 x 13 x 2 ,,266508, Фрай М. ,0,Вторая линия ,https://img-gorod.ru/upload/iblock/2dc/2dc5b3a5c27739537a0ade9c64253adc.jpg,0.0,
 2310019 , 9785699551330 ,, 2012 , Эксмо , 384 ,, Суворова Т. , Таня Гроттер , Твердая бумажная , 30100 , 20.5 x 13 x 2.5 ,,267161, Емец Д. ,2,Таня Гроттер и птица титанов ,https://img-gorod.ru/upload/iblock/608/6085b134c16144b10297765896cb88ae.jpg,5.0,
 2310169 , 9785699553211 ,, 2012 , Эксмо , 192 ,, Суворова Т. ,, Твердая бумажная , 6000 , 24.5 x 22.5 x 1.4 , Тимофеева Виктория ,267275, Емец Д. ,0,Дракончик Пыхалка. Приключения в Сказочной стране,https://img-gorod.ru/upload/iblock/353/353286303bc3ef1eaf55d630c855b93e.jpg,0.0,
 2311993 , 9785367022209 ,, 2012 ," Амфора, ООО ", 384 ,, Суворова Елена ,, Твердая бумажная , 11052 , 22 x 14 x 2.5 ,,268263, Фрай М. ,1,Сказки старого Вильнюса. Том 1,https://img-gorod.ru/upload/iblock/a3d/a3d7e0f499fea5003586b444009ef44f.jpg,5.0,
 2312033 , 9785699559336 ,, 2012 , Эксмо , 320 ,, Суворова Т. , Фантастические приключения , Твердая глянцевая , 3000 , 20.6 x 13.4 x 2 ,,268288, Емец Д. ,0,Пират против всей галактики,https://img-gorod.ru/upload/iblock/a83/a830700c37db19b40c819e0a20a70ea6.jpg,0.0,
 2312310 , 9785699551309 ,, 2012 , Эксмо , 280 ,, Суворова Т. ,, Твердая бумажная , 4000 , 26.5 x 20.5 x 2.5 , Тимофеева В. ,268487, Емец Д. ,0,Приключения домовят ,https://img-gorod.ru/upload/iblock/d4e/d4e10d24e10989adf0ba25bd4440115b.jpg,0.0,
 2312946 , 9785699551286 ,, 2012 , Эксмо , 432 ,, Суворова Т. , Таня Гроттер , Твердая бумажная , 3100 , 20.7 x 13 x 3 ,,268960, Емец Д. ,0,Таня Гроттер и молот Перуна,https://img-gorod.ru/upload/iblock/e6f/e6fa50fa2a208f2867ade351413a87ea.jpg,0.0,
 2312947 , 9785699551255 ,, 2012 , Эксмо , 416 ,, Суворова Т. , Таня Гроттер , Твердая бумажная , 3100 , 20.7 x 13 x 3 ,,268961, Емец Д. ,0,Таня Гроттер и посох волхвов,https://img-gorod.ru/upload/iblock/25d/25d438016dbc6449186797eafab8fb98.jpg,0.0,
 2024870 , 9785699082346 ,, 2004 , Эксмо , 416 ,,, Мефодий Буслаев , Твердая глянцевая ,, 20.5 x 13.2 x 3.2 ,,270846, Емец Д. ,2,Мефодий Буслаев Маг полуночи,https://img-gorod.ru/upload/iblock/e8b/e8beb4648bf6bed2e97891e0bc9870d6.jpg,5.0,
